RSPO,Kod teryt gminy,Typ gminy,"liczba
zdających","wynik
średni (%)","liczba
zdających.1","wynik
średni (%).1","liczba
zdających.2","wynik
średni (%).2"
9456,3215062,Gmina wiejska,11.0,46.0,11.0,37.0,3.0,
84011,3213011,Gmina miejska,79.0,53.0,79.0,37.0,65.0,62.0
85176,3213032,Gmina wiejska,16.0,60.0,16.0,48.0,16.0,64.0
86754,3213032,Gmina wiejska,11.0,52.0,11.0,49.0,11.0,70.0
87829,3213032,Gmina wiejska,13.0,53.0,13.0,40.0,13.0,50.0
61931,3213042,Gmina wiejska,20.0,54.0,20.0,38.0,19.0,64.0
86825,3213042,Gmina wiejska,9.0,,9.0,,9.0,
86826,3213042,Gmina wiejska,13.0,67.0,13.0,39.0,13.0,60.0
262640,3213042,Gmina wiejska,13.0,66.0,13.0,59.0,13.0,68.0
22293,3213052,Gmina wiejska,8.0,,8.0,,8.0,
42914,3213052,Gmina wiejska,18.0,55.0,18.0,46.0,18.0,72.0
44525,3213052,Gmina wiejska,8.0,,8.0,,8.0,
46664,3213052,Gmina wiejska,22.0,45.0,22.0,32.0,21.0,47.0
19067,3213021,Gmina miejska,83.0,52.0,83.0,37.0,82.0,53.0
