,,,,,,,,,,,,Język polski,,,,,Matematyka,,,,,Język angielski,,,,,Język francuski,,,,,Język hiszpański,,,,,Język niemiecki,,,,,Język rosyjski,,,,
ID OKE,województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%)
6,Wielkopolskie,pilski,Piła,Gmina miejska,3019011,2994,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. STANISŁAWA STASZICA W PILE,Piła,ul. Staromiejska 11,55,48,24,51,71,55,37,27,28,16,56,57,31,48,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Piła,Gmina miejska,3019011,2996,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. OLIMPIJCZYKÓW POLSKICH W PILE,Piła,ul. Roosevelta 12,88,58,23,60,44,88,45,24,44,12,90,65,29,72,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Piła,Gmina miejska,3019011,10788,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA W PILE,Piła,ul. aleja Wojska Polskiego 45,63,57,18,60,60,63,45,23,40,20,64,67,31,77,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Piła,Gmina miejska,3019011,10828,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 12 Z ODDZIAŁAMI INTEGRACYJNYMI IM. JANUSZA KORCZAKA W PILE,Piła,ul. Lelewela 140,69,57,21,60,60,69,40,25,40,12,69,65,31,75,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Piła,Gmina miejska,3019011,50242,dla młodzieży,Nie,SALEZJAŃSKA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II,Piła,ul. gen. Władysława Andersa 34,47,61,11,62,62,47,58,25,56,52,47,84,21,93,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Piła,Gmina miejska,3019011,52396,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W PILE,Piła,ul. Grabowa 18,68,57,19,58,87,68,42,23,38,24,68,62,31,67,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Piła,Gmina miejska,3019011,52503,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 5 IM. DZIECI POLSKICH W PILE,Piła,ul. aleja Niepodległości 18,58,55,19,59,62,58,37,24,28,16,56,59,28,60,84,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,pilski,Piła,Gmina miejska,3019011,52682,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6 IM. LOTNIKÓW POLSKICH W PILE,Piła,ul. Żeromskiego 41,52,63,19,68,76,52,51,28,46,68,52,73,28,88,95,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Piła,Gmina miejska,3019011,61670,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 11 IM. KRÓLOWEJ JADWIGI W PILE,Piła,ul. Królowej Jadwigi 2,113,62,20,64,76,113,48,25,48,76,110,72,27,85,98,,,,,,,,,,,1,,,,,2,,,,
6,Wielkopolskie,pilski,Piła,Gmina miejska,3019011,69908,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. JANA BRZECHWY W PILE,Piła,ul. Brzozowa 4,47,54,18,58,64,47,45,23,40,32,46,68,30,80,98,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,pilski,Piła,Gmina miejska,3019011,70276,dla młodzieży,Nie,SZKOŁA PODSTAWOWA SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,Piła,ul. aleja Powstańców Wielkopolskich 83,23,70,9,69,67,23,75,22,76,100,24,95,9,98,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Szydłowo,Gmina wiejska,3019062,28228,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOHATERÓW WYZWOLENIA ZIEMI WAŁECKIEJ W SKRZATUSZU,Skrzatusz,ul. Rafała Leszczyńskiego 1,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Szydłowo,Gmina wiejska,3019062,54090,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SZYDŁOWIE,Szydłowo,43,41,59,14,58,49,41,49,25,52,20,40,70,23,71,100,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,pilski,Szydłowo,Gmina wiejska,3019062,54093,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W STAREJ ŁUBIANCE,Stara Łubianka,ul. Polna 8,15,64,14,64,64,15,38,21,40,20,15,64,28,65,93,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Ujście,Miasto,3019074,39137,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II,Ujście,ul. Czarnkowska 31,40,62,17,64,64,40,39,27,28,24,39,58,31,58,24,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,pilski,Ujście,Obszar wiejski,3019075,3609,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W NOWEJ WSI UJSKIEJ,Nowa Wieś Ujska,1,15,53,14,49,47,15,39,18,32,32,15,37,24,27,20,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Ujście,Obszar wiejski,3019075,61914,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W KRUSZEWIE,Kruszewo,ul. Szkolna 1,20,54,15,56,42,20,32,20,26,16,20,53,31,46,71,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Wyrzysk,Miasto,3019084,70089,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW WIELKOPOLSKICH,Wyrzysk,ul. Parkowa 8,64,51,19,56,58,64,32,20,28,12,64,57,31,56,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Wyrzysk,Obszar wiejski,3019085,70093,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ,Kosztowo,79,16,56,18,54,42,16,34,23,22,20,16,35,19,27,22,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Wyrzysk,Obszar wiejski,3019085,70094,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STANISŁAWA STASZICA,Osiek nad Notecią,ul. Szkolna 2,43,51,22,58,60,43,38,23,28,20,43,52,28,45,55,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Wyrzysk,Obszar wiejski,3019085,70104,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA,Falmierowo,30,10,41,13,43,27,10,26,11,24,24,3,,,,,,,,,,,,,,,7,,,,,,,,,
6,Wielkopolskie,pilski,Wysoka,Miasto,3019094,29409,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.KARDYNAŁA STEFANA WYSZYŃSKIEGO,Wysoka,ul. Szkolna 4,56,56,18,58,60,56,32,21,26,20,21,55,26,56,20,,,,,,,,,,,35,43,21,38,16,,,,,
6,Wielkopolskie,pilski,Łobżenica,Miasto,3019044,81009,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.KOMISJI EDUKACJI NARODOWEJ W ŁOBŻENICY,Łobżenica,ul. Adama Mickiewicza 20a,55,54,19,56,56,55,34,19,28,16,55,51,27,42,29,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Łobżenica,Miasto,3019044,263790,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA,Łobżenica,14,6,,,,,6,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,pilski,Łobżenica,Obszar wiejski,3019045,80405,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.KAWALERÓW ORDERU UŚMIECHU W DŹWIERSZNIE MAŁYM,Dźwierszno Małe,8,23,43,19,42,22,23,30,16,24,24,23,38,25,27,22,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Łobżenica,Obszar wiejski,3019045,81065,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.MIKOŁAJA KOPERNIKA W WIKTORÓWKU,Wiktorówko,65,15,59,10,62,62,15,40,21,36,24,15,49,24,44,25,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pilski,Łobżenica,Obszar wiejski,3019045,81148,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.PRYMASA TYSIĄCLECIA STEFANA KARDYNAŁA WYSZYŃSKIEGO W FANIANOWIE,Fanianowo,29,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Chocz,Miasto,3020014,80833,dla młodzieży,Tak,ZESPÓŁ SZKÓŁ W CHOCZU SZKOŁA PODSTAWOWA W CHOCZU IM. OBROŃCÓW WESTERPLATTE UL. MARII KONOPNICKIEJ 6,Chocz,ul. Konopnickiej 6,24,64,23,72,71,24,46,23,46,16,24,58,30,48,42,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Chocz,Obszar wiejski,3020015,68002,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W KWILENIU,Stara Kaźmierka,1,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Chocz,Obszar wiejski,3020015,69065,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KUŹNI IM. JANUSZA KORCZAKA KUŹNIA 36 63-313 CHOCZ,Kuźnia,36,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Czermin,Gmina wiejska,3020022,59049,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. NOBLISTÓW POLSKICH W BRONISZEWICACH,Broniszewice,44a,14,67,13,69,73,14,45,19,42,24,14,67,23,68,93,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Czermin,Gmina wiejska,3020022,59052,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. LOTNIKÓW POLSKICH W CZERMINIE,Czermin,2B,39,60,14,60,67,39,35,18,32,28,39,41,24,33,22,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Czermin,Gmina wiejska,3020022,59064,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ŻEGOCINIE,Żegocin,8,12,47,22,53,,12,25,9,24,20,12,27,12,27,15,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Dobrzyca,Miasto,3020034,23297,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W DOBRZYCY,Dobrzyca,ul. Szkolna 4a,34,50,18,46,33,34,44,25,36,16,34,52,29,41,25,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Dobrzyca,Obszar wiejski,3020035,90346,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KOŹMIŃCU,Koźminiec,50,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Dobrzyca,Obszar wiejski,3020035,91131,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KARMINIE,Karmin,23,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Dobrzyca,Obszar wiejski,3020035,91157,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W GALEWIE,Galew,38,3,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Dobrzyca,Obszar wiejski,3020035,91245,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W LUTYNI,Lutynia,21A,14,68,12,68,58,14,42,21,30,28,14,58,27,57,25,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Gizałki,Gmina wiejska,3020042,34889,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. OBROŃCÓW TOBRUKU W TOMICACH,Tomice,ul. Wrzesińska 2,14,59,24,62,62,14,38,21,28,16,14,53,27,41,27,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Gizałki,Gmina wiejska,3020042,56451,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. OJCA ŚW. JANA PAWŁA II W GIZAŁKACH,Gizałki,ul. Kaliska 25,21,55,19,60,67,21,32,16,28,16,21,54,21,53,27,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Gizałki,Gmina wiejska,3020042,72513,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W BIAŁOBŁOTACH,Białobłoty,20,16,61,14,61,58,16,41,25,32,32,16,48,25,50,27,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Gołuchów,Gmina wiejska,3020052,16294,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. IZABELI Z CZARTORYSKICH DZIAŁYŃSKIEJ W GOŁUCHOWIE,Gołuchów,ul. Czartoryskich 53,33,65,14,67,71,33,51,23,48,48,33,68,27,78,76,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Gołuchów,Gmina wiejska,3020052,17428,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. HENRYKA SUCHARSKIEGO W KOŚCIELNEJ WSI,Kościelna Wieś,ul. Kaliska 2,24,59,15,58,73,24,48,24,48,24,24,58,27,64,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Gołuchów,Gmina wiejska,3020052,17520,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KRÓLOWEJ JADWIGI W JEDLCU,Jedlec,154,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Gołuchów,Gmina wiejska,3020052,17607,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ARKADEGO FIEDLERA W KUCHARKACH,Kucharki,39,15,57,19,60,53,15,40,25,28,16,14,51,34,39,16,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,pleszewski,Gołuchów,Gmina wiejska,3020052,22284,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ARMII KRAJOWEJ W TURSKU,Tursko,10,13,62,14,67,56,13,42,19,32,32,13,53,27,51,25,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Gołuchów,Gmina wiejska,3020052,129789,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW WIELKOPOLSKICH W KUCHARACH,Kuchary,99,3,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Pleszew,Miasto,3020064,14289,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. 70 PUŁKU PIECHOTY W PLESZEWIE,Pleszew,ul. Szkolna 5,42,58,18,60,44,42,44,20,38,28,42,61,29,58,93,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Pleszew,Miasto,3020064,14639,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. KRÓLOWEJ JADWIGI W PLESZEWIE,Pleszew,ul. Ogrodowa 2,76,57,15,56,53,75,39,22,36,20,76,64,29,69,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Pleszew,Miasto,3020064,21107,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. POWSTAŃCÓW WIELKOPOLSKICH W PLESZEWIE,Pleszew,ul. Bolesława Krzywoustego 4,81,60,19,60,80,81,47,24,44,24,80,63,29,68,98,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,pleszewski,Pleszew,Miasto,3020064,264045,dla młodzieży,Nie,"SZKOŁA PODSTAWOWA STOWARZYSZENIE ""EDUKACJA - MŁODZIEŻ"" W PLESZEWIE",Pleszew,ul. Aleje Wojska Polskiego 21,18,18,11,19,20,17,17,6,16,20,17,27,24,18,16,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Pleszew,Obszar wiejski,3020065,15642,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOHATERÓW MONTE CASSINO W TACZANOWIE DRUGIM,Taczanów Drugi,32c,13,57,12,60,60,13,33,15,32,32,13,52,25,55,29,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Pleszew,Obszar wiejski,3020065,15964,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W KOWALEWIE,Kowalew,ul. Bolesława Chrobrego 36,40,52,19,54,51,40,39,19,36,36,41,53,29,55,16,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Pleszew,Obszar wiejski,3020065,16108,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W LENARTOWICACH,Lenartowice,59,19,66,14,60,58,19,45,26,36,24,19,57,28,60,22,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Pleszew,Obszar wiejski,3020065,115377,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. TWÓRCÓW LUDOWYCH W KUCZKOWIE,Kuczków,ul. Parkowa 11,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,pleszewski,Pleszew,Obszar wiejski,3020065,131953,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. ROTMISTRZA WITOLDA PILECKIEGO W SOWINIE BŁOTNEJ,Sowina Błotna,30,12,64,15,65,44,12,45,22,42,52,7,,,,,,,,,,,,,,,5,,,,,,,,,
6,Wielkopolskie,poznański,Buk,Miasto,3021034,24027,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOHATERÓW BUKOWSKICH W BUKU,Buk,ul. Szkolna 12,67,48,21,44,42,67,44,26,36,24,65,55,30,53,13,,,,,,,,,,,2,,,,,,,,,
6,Wielkopolskie,poznański,Buk,Obszar wiejski,3021035,24028,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. DR LECHA SIUDY W SZEWCACH,Szewce,ul. Bukowska 151,15,43,18,42,42,15,23,8,20,16,15,34,21,29,22,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Buk,Obszar wiejski,3021035,24031,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. O. IGNACEGO CIEŚLAKA W DOBIEŻYNIE,Dobieżyn,ul. Powstańców Wlkp. 3,10,44,14,45,62,10,38,17,40,40,11,44,31,29,29,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Buk,Obszar wiejski,3021035,27216,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. DR WANDY BŁEŃSKIEJ W NIEPRUSZEWIE,Niepruszewo,ul. Starowiejska 26,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Czerwonak,Gmina wiejska,3021042,4102,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JÓZEFA WYBICKIEGO W CZERWONAKU,Czerwonak,ul. Rolna 8,52,57,16,58,62,52,51,23,52,24,53,65,27,67,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Czerwonak,Gmina wiejska,3021042,4105,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. HANSA CHRISTIANA ANDERSENA W BOLECHOWIE-OSIEDLU,Bolechowo-Osiedle,ul. Wojska Polskiego 6,15,55,15,53,49,15,30,21,24,12,15,45,22,38,27,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Czerwonak,Gmina wiejska,3021042,4106,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA IM. GEN. STEFANA ROWECKIEGO ""GROTA"" W KOZIEGŁOWACH",Koziegłowy,ul. Poznańska 17,104,60,18,62,64,104,52,24,52,48,104,73,25,80,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Czerwonak,Gmina wiejska,3021042,4107,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. AUGUSTA CIESZKOWSKIEGO W KICINIE,Kicin,ul. Gwarna 1,59,65,13,67,58,59,59,28,56,56,61,75,26,82,93,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Czerwonak,Gmina wiejska,3021042,4108,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JÓZEFA WYBICKIEGO W OWIŃSKACH,Owińska,ul. Poprzeczna 10,37,63,17,64,67,37,43,21,40,20,36,72,27,80,100,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,poznański,Dopiewo,Gmina wiejska,3021052,3911,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ASTRID LINDGREN W DĄBROWIE,Dąbrowa,ul. Szkolna 41,20,69,13,71,71,20,54,25,62,64,20,77,26,86,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Dopiewo,Gmina wiejska,3021052,3919,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W DOPIEWCU,Dopiewiec,ul. Szkolna 7,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Dopiewo,Gmina wiejska,3021052,5976,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W KONARZEWIE,Konarzewo,ul. Szkolna 16,24,59,18,62,62,24,45,20,40,68,24,67,27,77,38,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Dopiewo,Gmina wiejska,3021052,8240,dla młodzieży,Tak,ZESPÓŁ SZKOLNO PRZEDSZKOLNY W WIECKOWICACH-SZKOŁA PODSTAWOWA,Więckowice,ul. Gromadzka 7,13,60,13,62,56,13,43,21,36,28,13,59,28,55,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Dopiewo,Gmina wiejska,3021052,11606,dla młodzieży,Tak,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY IM. JANA BRZECHWY W DOPIEWIE- SZKOŁA PODSTAWOWA,Dopiewo,ul. Bukowska 13,57,61,17,62,53,57,52,23,52,76,57,69,25,76,95,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Dopiewo,Gmina wiejska,3021052,11629,dla młodzieży,Nie,SZKOŁA PODSTAWOWA,Dąbrówka,ul. Parkowa 1,16,62,11,64,71,16,55,20,56,48,16,86,19,96,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Dopiewo,Gmina wiejska,3021052,26331,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KAWALERÓW ORDERU UŚMIECHU W DĄBRÓWCE,Dąbrówka,ul. Malinowa 41,87,63,12,62,62,87,58,23,56,52,87,81,23,93,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Dopiewo,Gmina wiejska,3021052,133940,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. IGNACEGO JANA PADEREWSKIEGO W SKÓRZEWIE,Skórzewo,ul. Księdza Stanisława Kozierowskiego 1,86,62,14,63,69,86,56,25,56,32,85,80,24,95,95,,,,,,,,,,,3,,,,,,,,,
6,Wielkopolskie,poznański,Kleszczewo,Gmina wiejska,3021062,85206,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ZIMINIE,Zimin,3,9,,,,,9,,,,,8,,,,,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,poznański,Kleszczewo,Gmina wiejska,3021062,88755,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KLESZCZEWIE,Kleszczewo,ul. Poznańska 2,40,57,17,60,64,40,39,23,34,20,40,61,28,61,22,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Kleszczewo,Gmina wiejska,3021062,88758,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W TULCACH,Tulce,ul. Poznańska 1,60,67,11,67,69,60,51,21,50,40,62,79,23,90,98,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,poznański,Kleszczewo,Gmina wiejska,3021062,130276,dla młodzieży,Nie,NIEPUBLICZNA DWUJĘZYCZNA SZKOŁA PODSTAWOWA BONUM FUTURUM,Tulce,ul. Kalinowa 13,11,66,18,76,76,11,59,32,64,,10,92,11,95,89,1,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Komorniki,Gmina wiejska,3021072,32085,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ARKADEGO FIEDLERA W CHOMĘCICACH,Chomęcice,ul. Poznańska 112,20,55,14,58,51,20,52,29,50,16,20,64,27,76,20,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Komorniki,Gmina wiejska,3021072,62432,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. JANUSZA KORCZAKA W KOMORNIKACH,Komorniki,ul. Staszica 25,43,67,15,69,64,43,60,27,60,100,43,81,24,93,95,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Komorniki,Gmina wiejska,3021072,82418,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.POWSTAŃCÓW WIELKOPOLSKICH W WIRACH,Wiry,ul. Szreniawska 6,42,66,14,69,62,42,57,24,58,44,42,85,16,91,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,poznański,Komorniki,Gmina wiejska,3021072,82419,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. TYTUSA I JANA DZIAŁYŃSKICH W PLEWISKACH,Plewiska,ul. Szkolna 64,57,61,13,62,71,57,53,21,48,40,58,78,21,87,100,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,poznański,Komorniki,Gmina wiejska,3021072,130884,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. MARII SKŁODOWSKIEJ - CURIE W PLEWISKACH,Plewiska,ul. prof. Wacława Strażewicza 1,61,61,15,60,51,61,54,24,56,84,60,83,23,93,96,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,poznański,Komorniki,Gmina wiejska,3021072,133863,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. EDWARDA HR. RACZYŃSKIEGO W KOMORNIKACH,Komorniki,ul. Pocztowa 30,59,61,16,67,71,59,60,27,68,72,59,78,24,87,100,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,poznański,Kostrzyn,Miasto,3021084,106122,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. EWARYSTA ESTKOWSKIEGO W KOSTRZYNIE,Kostrzyn,ul. Piasta 1,81,57,18,60,62,81,46,26,40,24,82,63,28,68,93,,,,,,,,,,,,,,,,,,,,
