,,,,,,,,,,,,Język polski,,,,,Matematyka,,,,,Język angielski,,,,,Język francuski,,,,,Język hiszpański,,,,,Język niemiecki,,,,,Język rosyjski,,,,
ID OKE,województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%)
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,34376,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA NR 83 ""ŁEJERY""",Poznań,ul. Romana Brandstaettera 1,25,68,11,67,80,25,67,19,72,64,25,92,7,93,93,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,39079,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 78 IM. PROF. WIKTORA DEGI W POZNANIU,Poznań,ul. Żonkilowa 34,49,62,19,67,69,49,55,28,52,16,49,70,30,87,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,39081,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 27 IM. STEFANA CZARNECKIEGO,Poznań,os. Winiary 2,59,60,18,62,40,59,54,27,56,64,60,67,29,78,95,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,40630,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 79,Poznań,ul. Jesionowa 14,39,58,21,64,64,39,52,25,56,56,41,61,31,67,89,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,41154,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6 IM. HIPOLITA CEGIELSKIEGO Z ODDZIALAMI INTEGRACYJNYMI,Poznań,os. Rusa 56,108,64,14,64,58,108,51,24,44,32,109,80,22,89,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,41172,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3,Poznań,os. Piastowskie 27,28,66,18,69,60,28,45,24,42,24,31,68,31,84,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,42019,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 21,Poznań,ul. Łozowa 77,68,54,19,57,62,67,45,25,40,24,68,63,28,67,93,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,42802,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 64 IM.MARII KONOPNICKIEJ,Poznań,os. Orła Białego 120,96,61,16,60,73,96,58,26,56,40,96,76,26,88,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,42803,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 28 IM.KORNELA MAKUSZYŃSKIEGO,Poznań,ul. Chojnicka 57,69,67,14,67,78,69,59,22,56,64,68,81,23,95,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,43625,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 38,Poznań,ul. Romana Brandstaettera 6,93,72,13,71,73,93,67,22,68,64,93,88,17,96,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,43725,dla młodzieży,Tak,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 40 IM. MIESZKA I,Poznań,ul. Garbary 82,33,58,17,58,58,33,31,19,24,20,33,59,25,58,24,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,43749,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 57 IM.JÓZEFA KOSTRZEWSKIEGO W POZNANIU,Poznań,ul. Leśnowolska 35,53,56,18,58,53,53,47,27,40,20,54,73,27,85,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,43852,dla młodzieży,Nie,PIĄTKOWSKA SZKOŁA SPOŁECZNA IM. DR WANDY BŁEŃSKIEJ,Poznań,ul. Franciszka Stróżyńskiego 16,28,76,8,77,67,28,79,17,78,96,27,97,4,98,100,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,44119,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 45 IM. OKRĘTU RZECZYPOSPOLITEJ POLSKIEJ POZNAŃ,Poznań,ul. Harcerska 3,26,55,16,56,40,26,34,17,28,24,26,42,26,33,22,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,44646,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 51 IMBRONISŁAWA SZWARCA,Poznań,os. Lecha 37,93,68,16,67,82,92,51,26,48,20,91,78,22,89,96,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,47093,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 15 IM. JANA III SOBIESKIEGO,Poznań,os. Jana III Sobieskiego 105,38,55,20,57,51,38,47,21,46,24,39,63,28,69,95,,,,,,1,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,47345,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 65 IM. FR.ŻWIRKI I ST. WIGURY,Poznań,os. Kosmonautów 111,40,64,19,68,67,40,58,27,60,88,42,81,22,92,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,47642,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 66 IM. MARII SKŁODOWSKIEJ - CURIE,Poznań,os. Przyjaźni 127,63,65,18,69,62,63,50,25,48,24,65,69,27,75,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,48030,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 88 IM. POZNAŃSKICH KOZIOŁKÓW,Poznań,ul. Swoboda 53,50,60,17,61,49,50,39,22,32,24,52,65,26,69,76,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,48736,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 80 IM. KORNELA MAKUSZYŃSKIEGO,Poznań,ul. Pogodna 84,28,67,20,70,67,28,46,27,46,20,28,62,30,62,56,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,48828,dla młodzieży,Nie,PRYWATNA SZKOŁA PODSTAWOWA ANGLOJĘZYCZNA POZNAŃ BRITISH INTERNATIONAL SCHOOL,Poznań,ul. Darzyborska 1a,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,48834,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 70 IM. MIKOŁAJA KOPERNIKA,Poznań,ul. Piękna 37,88,70,13,69,78,88,59,23,56,56,82,83,21,93,96,,,,,,,,,,,6,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,48890,dla młodzieży,Nie,PRYWATNA SZKOŁA PODSTAWOWA GAUDIUM ET STUDIUM,Poznań,ul. św. Michała 50M,64,79,12,80,78,64,84,13,88,92,64,96,6,98,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,49176,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 71 IM.JANUSZA KUSOCIŃSKIEGO,Poznań,ul. Stanisława Przybyszewskiego 37,53,53,17,51,71,53,39,20,40,40,56,61,30,64,64,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,49207,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 34 IM. WOJSKA POLSKIEGO,Poznań,os. Bolesława Śmiałego 107,112,68,17,69,73,113,64,24,64,96,113,82,23,93,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,49656,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 59 IM. GENERAŁA JANA HENRYKA DĄBROWSKIEGO,Poznań,ul. Baranowska 1,34,68,13,70,69,35,56,28,56,84,36,79,22,90,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,50403,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 90 IM. HRABIEGO WŁADYSŁAWA ZAMOYSKIEGO,Poznań,ul. Józefa Chociszewskiego 56,75,60,14,62,62,75,50,23,48,28,74,81,20,90,100,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,50440,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 W POZNANIU,Poznań,ul. Hezjoda 15,98,68,14,69,62,98,62,26,64,84,102,83,22,95,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,50856,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 89 IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO,Poznań,ul. Sochaczewska 3,35,64,16,67,71,35,53,26,52,76,35,75,26,84,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,60147,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 42 IM. BOLESŁAWA CHROBREGO,Poznań,ul. Różana 1/3,31,59,21,60,71,32,44,22,44,16,32,62,25,65,31,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,66176,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA ZAKONU PIJARÓW IM. ŚW. JÓZEFA KALASANCJUSZA W POZNANIU,Poznań,os. Jana III Sobieskiego 114,57,72,10,73,71,57,72,21,76,88,57,88,15,95,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,66380,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 50 IM. I DYWIZJI PANCERNEJ GEN. S. MACZKA,Poznań,os. Stare Żegrze 1,20,60,19,63,29,20,41,21,36,24,20,67,27,80,95,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,66381,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 12 IM. WIELKOPOLSKIEJ BRYGADY KAWALERII,Poznań,os. Zwycięstwa 101,41,62,14,60,60,41,52,23,52,16,68,63,31,65,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,66382,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 75 IM. POWSTAŃCÓW WIELKOPOLSKICH,Poznań,ul. Powstańców Wielkopolskich 3,27,51,19,51,71,27,29,17,24,16,28,64,29,71,96,,,,,,1,,,,,,,,,,2,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,66384,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 13 IM. CYTADELOWCÓW POZNAŃSKICH SZKOŁA MISTRZOSTWA SPORTOWEGO,Poznań,al. Niepodległości 32,50,52,20,53,24,50,56,24,52,48,49,62,27,60,27,,,,,,,,,,,2,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,66385,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 61 IM. KOMISJI EDUKACJI NARODOWEJ,Poznań,ul. Szczepankowo 72a,73,72,16,73,82,73,52,25,52,28,73,79,24,91,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,66386,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 25 Z ODDZIAŁAMI INTEGRACYJNYMI I SPECJALNYMI IM. BOHATERÓW MONTE CASINO,Poznań,ul. Ignacego Prądzyńskiego 53,35,52,22,56,24,35,31,22,20,16,35,52,28,45,24,,,,,,,,,,,4,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,66387,dla młodzieży,Tak,SPORTOWA SZKOŁA PODSTAWOWA NR 14 IM. WŁADYSŁAWA ŁOKIETKA,Poznań,os. Piastowskie 65,27,58,12,60,60,27,63,15,64,76,24,78,19,84,96,,,,,,,,,,,3,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,66388,dla młodzieży,Tak,SPORTOWA SZKOŁA PODSTAWOWA NR 29 IM. JANA KOCHANOWSKIEGO,Poznań,os. Pod Lipami 106,52,61,13,62,58,52,48,26,52,52,52,70,25,72,95,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,66389,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 53 IM. PAWŁA EDMUNDA STRZELECKIEGO,Poznań,ul. Głuszyna 187,30,57,17,57,67,30,42,26,32,24,30,62,27,65,16,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,71144,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 22 IM. A.T. DZIAŁYŃSKIEGO W POZNANIU,Poznań,ul. Hangarowa 14,28,66,18,70,62,28,53,26,48,84,27,79,27,93,98,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,71147,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 69 IM.JAROGNIEWA DRWĘSKIEGO SZKOŁA MISTRZOSTWA SPORTOWEGO W POZNANIU,Poznań,ul. Kazimierza Jarochowskiego 62,58,66,17,64,56,58,55,24,60,76,58,79,24,91,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,72542,dla młodzieży,Nie,SKRZYDŁA SZKOLA PODSTAWOWA FUNDACJI STERNIK-POZNAŃ,Poznań,ul. Borówki 10,12,67,8,68,60,12,79,19,86,76,12,88,8,89,84,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,72600,dla młodzieży,Nie,"SPOŁECZNA SZKOŁA PODSTAWOWA NR 3 ""DĘBINKA""",Poznań,ul. Grabowa 33,34,81,10,80,80,34,83,14,84,96,34,96,5,97,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,72632,dla młodzieży,Nie,SPOŁECZNA SZKOŁA PODSTAWOWA NR 4,Poznań,os. Oświecenia 64,51,72,13,71,64,51,76,23,84,100,50,93,10,96,96,,,,,,1,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,72674,nie dotyczy,Tak,KATEDRALNA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA I ST. W POZNANIU,Poznań,ul. Filipińska 4,21,75,10,78,76,21,84,15,92,92,21,92,10,96,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,72685,dla młodzieży,Nie,SPOŁECZNA SZKOŁA PODSTAWOWA NR 1 IM. ŚW. URSZULI LEDÓCHOWSKIEJ,Poznań,ul. Grunwaldzka 154,49,78,10,80,80,49,80,17,84,100,48,97,5,98,100,,,,,,1,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,72698,dla młodzieży,Nie,SPOŁECZNA SZKOŁA PODSTAWOWA NR 2,Poznań,os. Wichrowe Wzgórze 114,46,72,11,71,71,46,75,20,80,72,46,93,14,98,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,72718,dla młodzieży,Nie,SPOŁECZNA WALDORFSKA SZKOŁA PODSTAWOWA,Poznań,ul. Mieczysława Niedziałkowskiego 18,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,73024,dla młodzieży,Nie,SZKOŁA PODSTAWOWA INTERNATIONAL SCHOOL OF POZNAN,Poznań,ul. Edmunda Taczanowskiego 18,42,75,10,75,69,42,83,17,88,100,48,99,1,100,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,74252,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA NR 106,Poznań,ul. Klemensa Janickiego 22,11,25,12,24,13,11,14,7,16,16,7,,,,,,,,,,,,,,,3,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,75190,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 56,Poznań,ul. Tarnowska 27,68,78,12,80,76,68,71,20,72,72,67,93,12,98,100,,,,,,1,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,75198,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 35 IM. WŁADYSŁAWA ŁOKIETKA,Poznań,os. Władysława Łokietka 104,82,64,15,63,58,82,55,24,56,56,82,81,21,92,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,77906,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 48 IM. GENERAŁA OSWALDA FRANKA,Poznań,ul. Sarmacka 105,31,59,17,62,49,31,43,20,44,24,30,64,32,72,98,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,77907,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 60 IM. WOJCIECHA BOGUSŁAWSKIEGO,Poznań,ul. Boranta 2,49,64,23,69,69,49,58,27,64,52,50,78,24,85,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,77912,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 77 IM. XV PUŁKU UŁANÓW POZNAŃSKICH,Poznań,ul. Romana Dmowskiego 50,48,62,16,67,71,48,49,29,46,12,50,73,28,87,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,77913,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 18 IM. ZOFII NAŁKOWSKIEJ,Poznań,os. Armii Krajowej 100,64,62,13,62,56,64,49,24,44,44,65,72,23,80,95,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,77957,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 63 IM. KSAWEREGO ZAKRZEWSKIEGO,Poznań,ul. Starołęcka 142,22,60,21,60,49,22,36,24,26,24,23,51,28,42,22,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,78028,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 20 IM. STEFANA BATOREGO,Poznań,os. Rzeczypospolitej 44,55,68,12,71,60,55,49,24,40,40,55,76,23,80,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,78029,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 84 IM. TADEUSZA KOŚCIUSZKI,Poznań,ul. św. Szczepana 3,58,67,15,69,64,58,44,24,38,32,58,68,28,75,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,80332,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 17 IM. JÓZEFA IGNACEGO KRASZEWSKIEGO,Poznań,os. Bolesława Chrobrego 105,107,64,15,64,56,107,56,25,56,88,107,80,21,91,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,80643,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 11 IM.GEN.DEZYDEREGO CHŁAPOWSKIEGO,Poznań,os. Wichrowe Wzgórze 119,62,68,18,73,76,62,51,24,50,60,62,75,25,85,95,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,80743,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 23 IM. GEN.JÓZEFA BEMA,Poznań,ul. Cypriana Norwida 21,52,47,22,44,64,52,38,23,28,20,52,58,30,63,18,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,80746,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 36 IM. MJR. HENRYKA SUCHARSKIEGO,Poznań,ul. Juliusza Słowackiego 54/56,25,53,15,51,49,25,31,16,24,12,28,55,30,50,25,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,80748,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 46IM. MARII DĄBROWSKIEJ,Poznań,ul. Inowrocławska 19,53,64,14,64,76,53,59,25,60,72,53,71,27,80,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,80750,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 85 IM. KAWALERÓW MALTAŃSKICH,Poznań,ul. Piotra Tomickiego 16,42,59,17,62,42,42,42,22,36,24,44,69,27,80,91,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,80755,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 54 IM. JANA KASPROWICZA,Poznań,ul. Małoszyńska 38,59,69,14,71,67,60,58,24,58,44,62,86,18,93,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,80769,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 55 IM. JURIJA GAGARINA,Poznań,ul. Szpaków 1,32,66,15,69,67,32,61,24,66,68,32,79,27,95,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,80776,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 58 IM. JERZEGO KUKUCZKI,Poznań,ul. Ławica 3,54,69,16,69,67,54,63,24,64,92,57,81,26,96,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,80784,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 9 IM. DRA FRANCISZKA WITASZKA,Poznań,ul. Józefa Łukaszewicza 9,46,37,18,36,60,44,26,20,20,16,46,46,31,30,16,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,80786,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 74 IM. MIKOŁAJA KOPERNIKA,Poznań,ul. Trybunalska 17,67,71,18,73,91,67,62,25,64,44,67,83,22,95,100,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,80788,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 10 IM. ARKADEGO FIEDLERA,Poznań,ul. Bosa 9,29,53,22,58,62,29,32,18,24,20,48,53,31,40,29,,,,,,,,,,,2,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,82989,dla młodzieży,Nie,CHRZEŚCIJAŃSKA SZKOŁA PODSTAWOWA IM. KRÓLA DAWIDA,Poznań,ul. Hipolita Cegielskiego 1,22,72,10,75,76,22,68,22,68,68,22,88,17,96,100,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,82993,dla młodzieży,Nie,DWUJĘZYCZNA POLSKO-ANGIELSKA PRYWATNA SZKOŁA PODSTAWOWA,Poznań,ul. Piwna 1,35,80,11,82,76,35,83,18,88,100,34,96,4,96,100,,,,,,1,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,83079,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 1 KATOLICKIEGO STOWARZYSZENIA WYCHOWAWCÓW IM. BŁ. NATALII TUŁASIEWICZ W POZNANIU,Poznań,ul. Mińska 32,15,64,9,62,71,15,44,17,40,40,13,73,26,82,98,,,,,,,,,,,2,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,83080,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 52 W POZNANIU,Poznań,ul. Fabianowo 29,20,66,16,68,69,20,49,30,44,4,20,65,30,74,16,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,83089,dla młodzieży,Nie,SZKOŁA PODSTAWOWA DA VINCI,Poznań,ul. Golęcińska 9,39,76,12,76,76,39,68,24,68,28,39,95,5,96,98,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,84778,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 62 IM. GEN STANISŁAWA TACZAKA,Poznań,ul. Druskienicka 32,57,63,18,69,73,57,60,22,60,52,58,77,28,89,98,,,,,,,,,,,1,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,84780,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 82 IM. KSIĘCIA PRZEMYSŁA I,Poznań,ul. Krakowska 10,36,57,17,55,51,36,44,24,40,20,37,56,29,53,20,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,84784,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 87 IM. STEFANA ŻEROMSKIEGO,Poznań,ul. Leszka 42,42,61,14,63,69,41,55,26,60,28,40,79,25,91,91,,,,,,1,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,85080,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 19 IM. STANISŁAWA STASZICA,Poznań,os. Oświecenia 1,50,59,19,62,62,50,43,27,34,24,51,72,26,80,96,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,85089,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 5 IM. ROMUALDA TRAUGUTTA,Poznań,ul. Romualda Traugutta 42,47,58,16,60,64,47,42,23,32,24,47,67,27,73,95,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,85356,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 26,Poznań,ul. Ryszarda Berwińskiego 2,34,49,11,49,38,34,27,17,20,20,40,46,26,45,20,,,,,,,,,,,,,,,,,,,,
6,Wielkopolskie,Poznań,Poznań,Gmina miejska,3064011,85765,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 68,Poznań,os. Jana III Sobieskiego 102,13,71,10,71,71,13,65,19,64,64,13,90,10,93,95,,,,,,,,,,,,,,,,,,,,
