,,,,,,,,,,,Język polski,,,,,Matematyka,,,,,Język angielski,,,,,Język francuski,,,,,Język hiszpański,,,,,Język niemiecki,,,,,Język rosyjski,,,,,Język włoski,,,,
województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%)
Łódzkie,łódzki wschodni,Rzgów,Obszar wiejski,1006105,5355,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W GUZEWIE,Guzew,ul. Edukacyjna 6,11,60,16,64,64,11,45,25,40,20,11,74,26,87,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łódzki wschodni,Rzgów,Obszar wiejski,1006105,5356,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.ŚW KRÓLOWEJ JADWIGI W KALINIE,Tadzin,24,11,65,16,69,71,11,53,23,56,44,11,72,25,80,51,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łódzki wschodni,Tuszyn,Miasto,1006114,31999,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM.WŁ.JAGIEŁŁY W TUSZYNIE,Tuszyn,ul. Piotrkowska 15,65,58,17,56,44,65,48,22,48,56,65,63,26,64,42,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łódzki wschodni,Tuszyn,Miasto,1006114,52419,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM.STEFANII SEMPOŁOWSKIEJ W TUSZYNIE,Tuszyn,ul. Poniatowskiego 11,31,59,17,64,69,31,63,27,72,72,32,78,27,90,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łódzki wschodni,Tuszyn,Obszar wiejski,1006115,52422,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. FRANCISZKA KUJAWIŃSKIEGO W GÓRKACH DUŻYCH,Górki Duże,ul. Jutroszewska 17,12,54,13,52,36,12,50,27,48,48,11,62,29,73,24,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,łódzki wschodni,Tuszyn,Obszar wiejski,1006115,52427,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KRÓLOWEJ JADWIGI W WODZINIE PRYWATNYM,Wodzin Prywatny,ul. Szkolna 1,10,60,18,61,36,10,51,21,44,32,10,61,23,56,42,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Daszyna,Gmina wiejska,1004022,82573,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DASZYNIE,Daszyna,26a,23,56,20,56,31,23,48,28,48,92,23,47,30,35,13,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Daszyna,Gmina wiejska,1004022,82575,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W MAZEWIE,Mazew,68,14,56,19,60,49,14,49,26,40,24,14,50,25,54,22,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Grabów,Gmina wiejska,1004042,91134,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.PROF.WACŁAWA FELCZAKA W CHORKACH,Chorki,8,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Grabów,Gmina wiejska,1004042,91135,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KADZIDŁOWEJ,Kadzidłowa,22,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Grabów,Gmina wiejska,1004042,91136,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM MARII KONOPNICKIEJ W STAREJ SOBÓTCE,Stara Sobótka,31,18,56,13,59,62,18,45,22,38,32,18,58,31,54,22,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Grabów,Gmina wiejska,1004042,91138,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA KOCHANOWSKIEGO W GRABOWIE,Grabów,ul. Kochanowskiego 2a,14,59,17,56,53,14,39,18,34,24,14,53,32,44,24,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Góra Świętej Małgorzaty,Gmina wiejska,1004032,46656,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.JANA PAWŁA II,Góra Świętej Małgorzaty,42,30,59,14,59,51,30,40,21,40,20,30,43,21,37,29,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Góra Świętej Małgorzaty,Gmina wiejska,1004032,47153,dla młodzieży,Tak,SZKOŁA PODSTAWOWA,Sługi,44,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Piątek,Miasto,1004064,28114,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W PIĄTKU,Piątek,ul. Szkolna 1,53,56,20,58,73,53,37,24,32,16,53,60,31,67,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Piątek,Obszar wiejski,1004065,22838,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W CZERNIKOWIE,Czerników,11,10,68,17,70,60,10,70,23,72,72,10,58,32,42,100,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Witonia,Gmina wiejska,1004082,15773,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ŚW. JADWIGI KRÓLOWEJ POLSKI W WITONI,Witonia,ul. Szkolna 4,22,56,13,58,49,22,43,22,40,24,22,48,26,41,15,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Łęczyca,Gmina miejska,1004011,15193,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. MARII KONOPNICKEJ W ŁĘCZYCY,Łęczyca,ul. Ozorkowskie Przedmieście 6c,59,55,18,58,58,59,48,24,48,48,59,68,30,75,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Łęczyca,Gmina miejska,1004011,24410,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM . 25 KALISKIEJ DYWIZJI PIECHOTY,Łęczyca,ul. Zachodnia 23,50,54,20,60,64,50,42,22,38,20,50,66,29,80,80,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Łęczyca,Gmina miejska,1004011,262328,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. JANA PAWŁA II W ŁĘCZYCY,Łęczyca,ul. Szkolna 4,23,55,20,58,67,23,38,21,28,28,23,53,30,49,27,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Łęczyca,Gmina wiejska,1004052,9897,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BŁONIU,Błonie,33A,12,62,18,67,71,12,47,24,44,28,12,59,24,58,58,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Łęczyca,Gmina wiejska,1004052,9981,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W LEŹNICY MAŁEJ,Leźnica Mała,36,10,54,12,55,,10,35,22,32,16,10,51,24,51,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Łęczyca,Gmina wiejska,1004052,10951,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W SIEDLCU,Siedlec,16A,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Łęczyca,Gmina wiejska,1004052,11003,dla młodzieży,Tak,SAMORZĄDOWA SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA ŁOKIETKA W TOPOLI KRÓLEWSKIEJ,Topola Królewska,66/67,32,58,16,60,58,32,38,21,32,32,32,53,31,52,24,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Łęczyca,Gmina wiejska,1004052,11106,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W WILCZKOWICACH,Wilczkowice Górne,35,13,66,11,64,76,13,34,16,32,12,13,61,22,67,67,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Świnice Warckie,Gmina wiejska,1004072,47177,dla młodzieży,Tak,ZESPÓŁ SZKOLNO - PRZEDSZKOLNY W ŚWINICACH WARCKICH SZKOŁA PODSTAWOWA IM. M. KONOPNICKIEJ,Świnice Warckie,ul. Szkolna 5,18,55,12,56,71,18,43,25,36,16,18,47,24,36,29,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,łęczycki,Świnice Warckie,Gmina wiejska,1004072,131215,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA NR 2 W STEMPLEWIE,Stemplew,35,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,2992,dla młodzieży,Nie,EUROPEJSKA SZKOŁA PODSTAWOWA W KIELCACH,Kielce,ul. Karczówkowska 27,18,72,9,74,80,18,81,15,88,88,18,95,13,100,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,4536,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 27 IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO W KIELCACH,Kielce,ul.  Marszałkowska 96,129,59,14,62,62,129,49,24,48,24,129,74,24,82,95,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,4552,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 28 IM. ŻOŁNIERZY 4 PP ?CZWARTAKÓW? W KIELCACH,Kielce,ul. Karola Szymanowskiego 5,77,74,15,76,69,77,68,21,72,92,75,88,15,95,98,,,,,,,,,,,2,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,4557,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 33 IM. IGNACEGO JANA PADEREWSKIEGO W KIELCACH,Kielce,ul. Marszałka Józefa Piłsudskiego 42,137,67,18,71,73,137,59,26,64,68,137,79,24,91,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,4559,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 34 IM. ADAMA MICKIEWICZA W KIELCACH,Kielce,ul. Biskupa Adama Naruszewicza 25,76,66,16,69,64,76,56,25,54,36,71,79,24,91,95,,,,,,,,,,,5,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,4822,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. MARII KONOPNICKIEJ W KIELCACH,Kielce,ul. Generała Tadeusza Kościuszki 5,45,71,12,71,73,45,61,26,64,64,45,85,20,93,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,5300,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 19 IM. IRENY SENDLEROWEJ W KIELCACH,Kielce,ul. Targowa 3,52,60,12,60,56,52,48,23,46,28,51,78,21,87,89,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,5827,dla młodzieży,Nie,I SPOŁECZNA SZKOŁA PODSTAWOWA IM. MIKOŁAJA REJA W KIELCACH,Kielce,al. IX Wieków Kielc 15,31,75,11,73,73,31,80,17,88,88,29,95,7,96,98,,,,,,,,,,,2,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,6849,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 25 IM. KORNELA MAKUSZYŃSKIEGO W KIELCACH,Kielce,ul.  Jurajska 7,158,65,18,69,76,158,58,27,60,32,149,75,27,87,100,,,,,,,,,,,9,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,6891,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 W KIELCACH,Kielce,ul. Warszawska 340,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,6918,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. STANISŁAWA STASZICA W KIELCACH,Kielce,ul. Leopolda Staffa 7,56,63,14,64,60,56,64,27,72,88,56,79,24,89,96,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,6945,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 18 IM. ZBIGNIEWA KRUSZELNICKIEGO ?WILKA? W KIELCACH,Kielce,ul. Króla Bolesława Chrobrego 105,34,51,17,57,60,34,38,23,28,16,36,59,27,54,33,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,7075,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 24 IM. PIERWSZEJ KOMPANII KADROWEJ W KIELCACH,Kielce,ul.  Kujawska 18,60,67,17,68,73,60,52,27,52,24,60,68,28,76,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,7279,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 32 IM. JANUSZA KUSOCIŃSKIEGO W KIELCACH,Kielce,ul. Barwinek 31,68,66,16,69,73,68,55,24,60,72,68,79,22,85,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,7420,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 12 IM. BOHATERÓW WESTERPLATTE W KIELCACH,Kielce,ul. Wspólna 17,26,59,16,57,47,26,52,26,50,16,26,68,34,89,96,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,7714,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 8 IM. WOJSKA POLSKIEGO W KIELCACH,Kielce,ul. Generała Józefa Hauke-Bosaka 1,46,69,18,71,69,46,63,25,66,72,46,82,25,95,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,7745,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 9 IM. ADOLFA DYGASIŃSKIEGO W KIELCACH,Kielce,ul. Adolfa Dygasińskiego 6,41,69,16,71,56,41,61,24,64,44,41,88,22,96,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,8120,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 13 IM. WŁADYSŁAWA JAGIEŁŁY W KIELCACH,Kielce,ul. Prosta 27a,29,59,21,62,69,29,48,24,48,8,32,60,30,59,36,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,8204,dla młodzieży,Tak,SZKOŁA PODSTAWOWA INTEGRACYJNA NR 11 IM. BOHATERÓW WARSZAWY W KIELCACH,Kielce,ul. Jasna 20/22,46,68,12,67,64,46,68,25,72,72,44,83,22,93,95,,,,,,,,,,,2,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,11087,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 31 Z ODDZIAŁAMI INTEGRACYJNYMI IM. HENRYKA SIENKIEWICZA W KIELCACH,Kielce,ul. Krzemionkowa 1,40,67,13,69,71,40,69,24,70,64,40,83,21,94,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,11332,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 20 IM. NATALII MACHAŁOWEJ W KIELCACH,Kielce,al. Górników Staszicowskich 22a,38,57,22,62,62,38,45,27,42,20,38,65,33,76,98,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,11697,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 15 IM. TADEUSZA KOŚCIUSZKI W KIELCACH,Kielce,ul. Leszczyńska 8,44,62,18,67,67,44,52,26,48,24,44,70,27,74,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,12064,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 22 IM. GENERAŁA STANISŁAWA MACZKA W KIELCACH,Kielce,ul. Majora Jurija Gagarina 3,50,58,13,61,62,50,52,26,52,16,52,76,25,85,98,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,12757,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 7 IM. PARTYZANTÓW ZIEMI KIELECKIEJ W KIELCACH,Kielce,ul. Zimna 16,24,64,16,67,67,24,48,29,34,32,24,69,23,69,38,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,12807,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 5 IM. STEFANA ARTWIŃSKIEGO W KIELCACH,Kielce,ul. Wróbla 5,49,59,19,60,78,49,46,23,44,20,49,68,31,80,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,83418,nie dotyczy,Tak,OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA I STOPNIA W KIELCACH,Kielce,ul. Wojewódzka 12,5,,,,,5,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,83427,nie dotyczy,Tak,OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II STOPNIA W KIELCACH,Kielce,ul. Wojewódzka 12,22,79,11,83,87,22,80,22,88,100,22,95,10,97,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,84231,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 23 IM. JANA PAWŁA II W KIELCACH,Kielce,ul. Łanowa 68,14,65,13,67,69,14,48,29,36,12,14,64,28,64,47,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,88284,dla młodzieży,Nie,KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. STANISŁAWA KOSTKI,Kielce,ul. Świętego Stanisława Kostki 17,47,69,14,69,64,47,70,23,76,76,47,87,19,95,98,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,127469,dla młodzieży,Nie,SZKOŁA PODSTAWOWA IM. JULIUSZA VERNE?A W KIELCACH,Kielce,ul. Peryferyjna 17,16,67,9,69,69,16,56,20,60,44,15,91,8,96,96,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,128795,dla młodzieży,Nie,PIERWSZA DWUJĘZYCZNA SZKOŁA PODSTAWOWA W KIELCACH,Kielce,ul. Karczówkowska 27,14,74,10,76,78,14,73,18,74,92,14,94,7,97,98,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,262683,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 39 IM. STANISŁAWA MONIUSZKI W KIELCACH,Kielce,ul. Marii Krzyżanowskiej 8,56,64,13,64,56,56,57,25,52,40,53,80,24,91,100,,,,,,,,,,,3,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,262920,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA W KIELCACH,Kielce,ul. Helenówek 2,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,267199,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 40 SPECJALNA DLA MŁODZIEŻY NIEDOSTOSOWANEJ SPOŁECZNIE W KIELCACH,Kielce,ul. Dobromyśl 44,10,22,9,22,11,10,17,7,16,12,10,20,8,17,16,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,Kielce,Kielce,Gmina miejska,2661011,272939,dla młodzieży,Nie,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI PRZEDSZKOLNYMI ?REED MONTESSORI SCHOOL,Kielce,ul. Klonowa 49,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Busko-Zdrój,Miasto,2601014,7933,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 1 IM. STANISŁAWA STASZICA W BUSKU-ZDROJU,Busko-Zdrój,ul. Tadeusza Kościuszki 1,43,50,15,49,47,43,50,28,44,16,42,68,29,78,91,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,buski,Busko-Zdrój,Miasto,2601014,12967,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 2 IM. JANUSZA KORCZAKA W BUSKU-ZDROJU,Busko-Zdrój,ul. Janusza Korczaka 13,49,65,16,67,76,49,48,22,48,24,47,69,28,82,95,,,,,,,,,,,2,,,,,,,,,,,,,,
Świętokrzyskie,buski,Busko-Zdrój,Miasto,2601014,14656,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 3 IM. PŁK. ALEKSANDRA KRZYŻANOWSKIEGO ?WILKA? W BUSKU-ZDROJU,Busko-Zdrój,ul. Grotta 3,57,65,16,69,73,57,53,25,52,64,57,76,26,85,98,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Busko-Zdrój,Obszar wiejski,2601015,6447,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W SIESŁAWICACH,Siesławice,140,6,,,,,6,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
Świętokrzyskie,buski,Busko-Zdrój,Obszar wiejski,2601015,6448,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. BATALIONÓW CHŁOPSKICH W KOŁACZKOWICACH,Kołaczkowice,122,19,57,16,62,40,19,34,19,28,16,19,57,33,55,24,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Busko-Zdrój,Obszar wiejski,2601015,6449,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W DOBROWODZIE,Dobrowoda,26,11,57,19,62,58,11,35,17,32,32,11,55,21,53,53,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Busko-Zdrój,Obszar wiejski,2601015,7168,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA OLRYCHA SZANIECKIEGO W SZAŃCU,Szaniec,240,13,63,10,64,67,13,40,25,32,28,13,56,28,44,33,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Busko-Zdrój,Obszar wiejski,2601015,7172,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ZBLUDOWICACH,Zbludowice,ul. Świętokrzyska 9,31,68,16,69,69,31,53,25,52,48,31,66,29,73,31,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Busko-Zdrój,Obszar wiejski,2601015,128130,dla młodzieży,Nie,SPOŁECZNA SZKOŁA PODSTAWOWA W SŁABKOWICACH,Słabkowice,61,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Gnojno,Gmina wiejska,2601022,22748,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W RACZYCACH,Raczyce,64,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Gnojno,Gmina wiejska,2601022,23049,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W GNOJNIE,Gnojno,148,12,45,20,48,40,12,40,18,34,24,12,50,30,40,24,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Gnojno,Gmina wiejska,2601022,196372,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W JARZĄBKACH,Jarząbki,90,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Gnojno,Gmina wiejska,2601022,196375,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BALICACH,Balice,59,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Nowy Korczyn,Miasto,2601034,22732,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W NOWYM KORCZYNIE,Nowy Korczyn,ul. Partyzantów 13,20,65,24,75,80,20,41,24,36,20,20,64,25,65,93,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Nowy Korczyn,Obszar wiejski,2601035,22731,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BRZOSTKOWIE,Brzostków,1,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Nowy Korczyn,Obszar wiejski,2601035,22737,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W STARYM KORCZYNIE,Stary Korczyn,85,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Pacanów,Miasto,2601044,59959,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W PACANOWIE,Pacanów,ul. Karska 3,31,53,17,56,64,31,43,24,48,48,31,59,27,60,35,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Pacanów,Obszar wiejski,2601045,60577,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA BRZECHWY W RATAJACH SŁUPSKICH,Rataje Słupskie,39a,24,64,16,64,60,24,51,24,44,40,24,58,30,61,20,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Pacanów,Obszar wiejski,2601045,60790,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. FUNDACJI ZOFII I WŁADYSŁAWA POKUSÓW WSPIERANIA EDUKACJI MŁODZIEŻY WIEJSKIEJ W OBLEKONIU,Oblekoń,73,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,buski,Pacanów,Obszar wiejski,2601045,77451,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ZESPOLE PUBLICZNYCH PLACÓWEK OŚWIATOWYCH W WÓJCZY,Wójcza,20,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
