,Rural county,Urban county,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in English,Avg. score in English,Prctl in English
103,1,0,0.25831898048049157,1,0.05707762557077625,0.17415730337078653,0,1,0,0,1,0.1282051282051282,62,47.56519007225887
104,1,0,0.05816971063519009,1,0.04794520547945205,0.08489388264669163,1,1,0,0,0,0.021367521367521368,64,53.75431982406534
105,1,0,0.05816971063519009,1,0.10273972602739725,0.15480649188514356,1,1,1,0,1,0.05555555555555555,45,8.184103047439523
106,1,0,0.038947913164791764,0,0.17123287671232876,0.12234706616729088,0,1,1,0,1,0.02564102564102564,69,68.37888784165881
107,1,0,0.038947913164791764,0,0.1187214611872146,0.03745318352059925,1,1,0,0,1,0.008547008547008548,49,14.828777882500784
108,1,0,0.2454591206972116,1,0.1506849315068493,0.018726591760299626,0,1,1,1,1,0.008547008547008548,48,12.849513038014452
109,1,0,0.2454591206972116,1,0.14840182648401826,0.05056179775280899,0,1,1,1,1,0.0,63,50.67546339930883
110,1,0,0.2454591206972116,1,0.17123287671232876,0.16229712858926343,1,1,0,1,1,0.06837606837606838,68,65.67703424442351
111,1,0,0.061656588564328096,1,0.23059360730593606,0.09238451935081149,1,0,1,0,0,0.042735042735042736,71,73.78259503612944
112,1,0,0.061656588564328096,0,0.3515981735159817,0.06554307116104868,0,1,0,0,0,0.008547008547008548,45,8.184103047439523
113,1,0,0.07582338394110438,1,0.04794520547945205,0.16042446941323346,0,1,0,0,1,0.07692307692307693,52,20.23248507697141
114,1,0,0.07582338394110438,1,0.04794520547945205,0.0749063670411985,0,1,0,0,1,0.038461538461538464,53,22.79296261388627
115,1,0,0.04069380870045696,1,0.20319634703196346,0.3863920099875156,0,1,1,0,1,0.20085470085470086,60,41.69022934338674
116,1,0,0.09564788183779437,1,0.2374429223744292,0.1017478152309613,1,1,0,0,1,0.0,58,35.68960100534087
117,1,0,0.09564788183779437,1,0.23059360730593606,0.0867665418227216,1,1,0,0,0,0.0,68,65.67703424442351
118,1,0,0.09564788183779437,1,0.23059360730593606,0.12609238451935081,1,1,0,0,0,0.021367521367521368,65,57.21017907634307
119,1,0,0.054655618230407196,0,0.04794520547945205,0.11235955056179775,1,1,0,0,1,0.021367521367521368,56,30.301602262016964
120,1,0,0.054655618230407196,1,0.04794520547945205,0.14731585518102372,0,1,0,0,1,0.02564102564102564,68,65.67703424442351
121,1,0,0.054655618230407196,1,0.04794520547945205,0.3121098626716604,0,1,1,0,1,0.11538461538461539,71,73.78259503612944
122,1,0,0.054655618230407196,0,0.04794520547945205,0.08364544319600499,1,1,0,0,0,0.01282051282051282,54,25.384857053094567
123,1,0,0.054655618230407196,0,0.01598173515981735,0.041822721598002495,0,0,0,0,0,0.004273504273504274,60,41.69022934338674
124,1,0,0.04009261578945963,1,0.14383561643835616,0.0867665418227216,1,1,0,0,1,0.017094017094017096,63,50.67546339930883
125,1,0,0.04009261578945963,1,0.11187214611872145,0.2858926342072409,1,1,0,1,1,0.1752136752136752,66,59.72353125981778
126,1,0,0.04009261578945963,1,0.14840182648401826,0.10674157303370786,1,1,1,0,0,0.0811965811965812,54,25.384857053094567
127,1,0,0.04009261578945963,1,0.12100456621004566,0.08926342072409488,1,1,0,0,0,0.05982905982905983,75,82.8306628966384
128,1,0,0.04009261578945963,0,0.12557077625570776,0.13420724094881398,1,1,1,1,1,0.08974358974358974,53,22.79296261388627
129,1,0,0.032023575587848165,1,0.18949771689497716,0.14107365792759052,1,1,0,0,1,0.038461538461538464,71,73.78259503612944
130,1,0,0.07765343233398939,0,0.0547945205479452,0.24282147315855182,0,1,0,0,1,0.10683760683760683,51,18.44172164624568
131,1,0,0.07765343233398939,1,0.0547945205479452,0.2390761548064919,0,1,0,0,1,0.10256410256410256,64,53.75431982406534
132,1,0,0.07765343233398939,0,0.0547945205479452,0.08302122347066167,0,1,1,0,1,0.01282051282051282,41,4.068488846999686
133,1,0,0.07765343233398939,1,0.0547945205479452,0.08426966292134831,0,1,1,0,1,0.03418803418803419,59,38.737040527803956
134,1,0,0.05821127069225714,0,0.1735159817351598,0.08052434456928839,0,1,0,0,0,0.01282051282051282,59,38.737040527803956
135,1,0,0.05821127069225714,1,0.1598173515981735,0.08614232209737828,1,1,1,0,1,0.017094017094017096,38,2.1834747093936535
