ID,Rural county,Urban county,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in mathematics,Avg. score in mathematics,Prctl in mathematics
0,0,1,0.12066748232531856,1,0.0684931506849315,0.26217228464419473,1,1,0,1,1,0.07112970711297072,36,17.838501688670554
1,0,1,0.12066748232531856,1,0.12100456621004566,0.2858926342072409,1,1,1,0,1,0.14225941422594143,55,82.63739637703408
2,0,1,0.12066748232531856,1,0.0821917808219178,0.5923845193508115,1,1,0,1,1,0.24686192468619247,44,46.49984648449493
3,0,1,0.12066748232531856,1,0.1324200913242009,0.41760299625468167,1,1,1,0,1,0.24686192468619247,53,77.6788455634019
4,0,1,0.12066748232531856,1,0.2054794520547945,0.23595505617977527,0,1,0,0,1,0.18410041841004185,59,89.74516426159042
5,0,1,0.12066748232531856,0,0.12557077625570776,0.42134831460674155,0,1,0,0,1,0.3179916317991632,49,65.18268345102855
6,0,1,0.12066748232531856,1,0.2990867579908676,0.1853932584269663,1,1,0,0,1,0.09205020920502092,35,15.059871046975745
7,0,1,0.12066748232531856,1,0.136986301369863,0.2802746566791511,1,1,0,0,1,0.200836820083682,42,38.44028246852932
8,0,1,0.12066748232531856,1,0.0821917808219178,0.5805243445692884,1,1,0,1,1,0.48535564853556484,60,91.06539760515811
9,0,1,0.13582935082595035,1,0.1050228310502283,0.17228464419475656,0,0,1,1,1,0.029288702928870293,30,5.64937058642923
10,0,1,0.13582935082595035,1,0.1050228310502283,0.5599250936329588,1,1,0,1,1,0.32217573221757323,45,50.690819772797056
11,0,1,0.13582935082595035,1,0.06621004566210045,0.5568039950062422,1,1,1,1,1,0.36401673640167365,51,71.40006140620203
12,0,1,0.13582935082595035,1,0.06621004566210045,0.14856429463171036,0,1,0,1,1,0.0502092050209205,43,42.29352164568622
13,0,1,0.13582935082595035,1,0.09817351598173515,0.6004993757802747,0,1,1,1,1,0.3723849372384937,61,92.46238870125882
14,0,1,0.13582935082595035,1,0.05707762557077625,0.5374531835205992,0,1,1,1,1,0.35564853556485354,53,77.6788455634019
15,0,1,0.04349178103542845,1,0.08447488584474885,0.44756554307116103,1,1,1,1,1,0.24267782426778242,43,42.29352164568622
16,0,1,0.04349178103542845,1,0.17123287671232876,0.5948813982521848,0,1,1,1,1,0.29707112970711297,47,57.72182990482039
17,0,1,0.04349178103542845,1,0.12557077625570776,0.29712858926342073,1,1,0,1,1,0.10460251046025104,44,46.49984648449493
18,0,1,0.04349178103542845,1,0.1415525114155251,0.4681647940074906,1,0,1,1,1,0.27615062761506276,45,50.690819772797056
19,0,1,0.04349178103542845,1,0.1187214611872146,0.16541822721598,1,1,0,1,0,0.058577405857740586,44,46.49984648449493
20,0,1,0.04349178103542845,1,0.0684931506849315,0.34269662921348315,1,1,1,1,1,0.2175732217573222,45,50.690819772797056
21,0,1,0.04349178103542845,1,0.0684931506849315,0.4469413233458177,1,1,1,1,1,0.26778242677824265,41,34.41817623579981
22,0,1,0.04349178103542845,1,0.07534246575342465,0.3682896379525593,0,1,1,1,1,0.26778242677824265,51,71.40006140620203
23,1,0,0.056549808066933924,0,0.0547945205479452,0.16292134831460675,0,0,1,0,1,0.03347280334728033,48,61.57506908197728
24,1,0,0.056549808066933924,1,0.0547945205479452,0.07428214731585518,1,1,1,0,1,0.008368200836820083,37,20.63248388087197
